Country,Project,Expedition,Location,Date,SiteID,First Observer.x,Second Observer.x,meta_to_deployment_id,First Observer.y,Second Observer.y,Site,Transect,Depth Start,Depth End,Time Start,Time End,Latitude,Longitude,Photos,Logger,Description,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,A1_height,A1_width,A1_length,A2_height,A2_width,A2_length,A3_height,A3_width,A3_length,K1_height,K1_width,K1_length,K2_height,K2_width,K2_length,K3_height,K3_width,K3_length,Notes,Letter,Observer,Species,Amount,Length,Object,Confidence,Artificial_No,Dolphin crossing!
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,17.8,18.6,10:00,10:09,29.499194,34.9155,yes,yes,"Slopy bottom, sand and seagrass patches, few small rocks and corals. Deeper, seagrass is more abundant",SG,SG,SG,SG,SG,SG,S,S,SG,SG,SG,SG,S,S,SG,SG,SG,S,S,S,S,S,S,S,S,,,,,,,,,,0.65,1.5,1,,,,,,,,T,first,Ostracion cubicus,1,16,,,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,17.8,18.6,10:00,10:09,29.499194,34.9155,yes,yes,"Slopy bottom, sand and seagrass patches, few small rocks and corals. Deeper, seagrass is more abundant",SG,SG,SG,SG,SG,SG,S,S,SG,SG,SG,SG,S,S,SG,SG,SG,S,S,S,S,S,S,S,S,,,,,,,,,,0.65,1.5,1,,,,,,,,T,second,Ostracion cyanurus,1,15,,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,17.8,18.6,10:00,10:09,29.499194,34.9155,yes,yes,"Slopy bottom, sand and seagrass patches, few small rocks and corals. Deeper, seagrass is more abundant",SG,SG,SG,SG,SG,SG,S,S,SG,SG,SG,SG,S,S,SG,SG,SG,S,S,S,S,S,S,S,S,,,,,,,,,,0.65,1.5,1,,,,,,,,T,second,Paracheilinus octotaenia,25,3,,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,17.8,18.6,10:00,10:09,29.499194,34.9155,yes,yes,"Slopy bottom, sand and seagrass patches, few small rocks and corals. Deeper, seagrass is more abundant",SG,SG,SG,SG,SG,SG,S,S,SG,SG,SG,SG,S,S,SG,SG,SG,S,S,S,S,S,S,S,S,,,,,,,,,,0.65,1.5,1,,,,,,,,T,second,Parupeneus macronema,1,5,,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,17.8,18.6,10:00,10:09,29.499194,34.9155,yes,yes,"Slopy bottom, sand and seagrass patches, few small rocks and corals. Deeper, seagrass is more abundant",SG,SG,SG,SG,SG,SG,S,S,SG,SG,SG,SG,S,S,SG,SG,SG,S,S,S,S,S,S,S,S,,,,,,,,,,0.65,1.5,1,,,,,,,,T,second,Parupeneus macronema,1,7,,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,17.8,18.6,10:00,10:09,29.499194,34.9155,yes,yes,"Slopy bottom, sand and seagrass patches, few small rocks and corals. Deeper, seagrass is more abundant",SG,SG,SG,SG,SG,SG,S,S,SG,SG,SG,SG,S,S,SG,SG,SG,S,S,S,S,S,S,S,S,,,,,,,,,,0.65,1.5,1,,,,,,,,T,second,Ostracion cubicus,1,15,,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,17.8,18.6,10:00,10:09,29.499194,34.9155,yes,yes,"Slopy bottom, sand and seagrass patches, few small rocks and corals. Deeper, seagrass is more abundant",SG,SG,SG,SG,SG,SG,S,S,SG,SG,SG,SG,S,S,SG,SG,SG,S,S,S,S,S,S,S,S,,,,,,,,,,0.65,1.5,1,,,,,,,,T,second,Sufflamen albicaudatus,1,12,,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,17.8,18.6,10:00,10:09,29.499194,34.9155,yes,yes,"Slopy bottom, sand and seagrass patches, few small rocks and corals. Deeper, seagrass is more abundant",SG,SG,SG,SG,SG,SG,S,S,SG,SG,SG,SG,S,S,SG,SG,SG,S,S,S,S,S,S,S,S,,,,,,,,,,0.65,1.5,1,,,,,,,,T,second,Caesio lunaris,1,4,,1,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,first,Eviota prasites,3,2,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,first,Meiacanthus nigrolineatus,1,2.5,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,first,Trimma barralli,2,2,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,first,Pseudochromis olivaceus,1,5,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,first,Amblygobius albimaculatus,1,3,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,first,Gnatholepis anjerensis,2,3,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,first,Gnatholepis anjerensis,1,2,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,first,Synodus variegatus,1,7,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,first,Synodus variegatus,2,4,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,first,Pleurosicya micheli,2,1.5,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,first,Cheilodipterus novemstriatus,6,2.5,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,first,Cheilodipterus novemstriatus,1,4,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,first,Eviota prasites,2,1.5,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,first,Cryptocentrus lutheri,1,6,N,1,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,first,Tomiyamichthys latruncularius,1,5,N,1,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,first,Trimma barralli,3,1.5,K1,1,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,first,Cheilodipterus quinquelineatus,1,2.5,K1,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,first,Apogon cyanosoma,1,2.5,K1,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,first,Amblyeleotris sungami,1,5.5,N,1,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,second,Synodus variegatus,1,8,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,second,Amblyeleotris sungami,1,7,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,second,Synodus variegatus,1,5,N,1,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,second,Synodus variegatus,1,10,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,second,Gnatholepis anjerensis,1,4,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,second,Eviota sebreei,2,1,N,1,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,A,,,10:09,10:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,second,Cheilinus mentalis,1,5,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,B,4.6,4.6,10:40,10:50,29.499484,34.914975,yes,yes,"Sandy habitat, very large knoll in the last part of the transect",S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,,,,,,,,4,6,6,2,1.5,0.9,,,,,T,first,Parupeneus macronema,1,18,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,B,4.6,4.6,10:40,10:50,29.499484,34.914975,yes,yes,"Sandy habitat, very large knoll in the last part of the transect",S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,,,,,,,,4,6,6,2,1.5,0.9,,,,,T,first,Parupeneus macronema,1,15,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,B,4.6,4.6,10:40,10:50,29.499484,34.914975,yes,yes,"Sandy habitat, very large knoll in the last part of the transect",S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,,,,,,,,4,6,6,2,1.5,0.9,,,,,T,first,Acanthurus nigrofuscus,1,15,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,B,4.6,4.6,10:40,10:50,29.499484,34.914975,yes,yes,"Sandy habitat, very large knoll in the last part of the transect",S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,,,,,,,,4,6,6,2,1.5,0.9,,,,,T,first,Acanthurus nigrofuscus,1,18,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,B,4.6,4.6,10:40,10:50,29.499484,34.914975,yes,yes,"Sandy habitat, very large knoll in the last part of the transect",S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,,,,,,,,4,6,6,2,1.5,0.9,,,,,T,first,Abudefduf vaigiensis,10,13,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,B,4.6,4.6,10:40,10:50,29.499484,34.914975,yes,yes,"Sandy habitat, very large knoll in the last part of the transect",S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,,,,,,,,4,6,6,2,1.5,0.9,,,,,T,first,Abudefduf vaigiensis,6,15,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,B,4.6,4.6,10:40,10:50,29.499484,34.914975,yes,yes,"Sandy habitat, very large knoll in the last part of the transect",S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,,,,,,,,4,6,6,2,1.5,0.9,,,,,T,first,Parupeneus forsskali,3,21,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,B,4.6,4.6,10:40,10:50,29.499484,34.914975,yes,yes,"Sandy habitat, very large knoll in the last part of the transect",S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,,,,,,,,4,6,6,2,1.5,0.9,,,,,T,first,Parupeneus forsskali,1,18,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,B,4.6,4.6,10:40,10:50,29.499484,34.914975,yes,yes,"Sandy habitat, very large knoll in the last part of the transect",S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,,,,,,,,4,6,6,2,1.5,0.9,,,,,T,first,Lethrinus borbonicus,1,26,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,B,4.6,4.6,10:40,10:50,29.499484,34.914975,yes,yes,"Sandy habitat, very large knoll in the last part of the transect",S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,,,,,,,,4,6,6,2,1.5,0.9,,,,,T,first,Dascyllus trimaculatus,1,12,N,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,B,4.6,4.6,10:40,10:50,29.499484,34.914975,yes,yes,"Sandy habitat, very large knoll in the last part of the transect",S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,,,,,,,,4,6,6,2,1.5,0.9,,,,,T,first,Thalassoma rueppellii,1,16,K1,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,B,4.6,4.6,10:40,10:50,29.499484,34.914975,yes,yes,"Sandy habitat, very large knoll in the last part of the transect",S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,,,,,,,,4,6,6,2,1.5,0.9,,,,,T,first,Zebrasoma xanthurum,2,20,K1,0,,
Israel,FunDiversity,Eilat Transects October 2020,Migdalor,2020-10-14 00:00:00,1,Mai Lazarus,Rei Diga,Mai Lazarus and Rei Diga - 1,Mai Lazarus,Rei Diga,1,B,4.6,4.6,10:40,10:50,29.499484,34.914975,yes,yes,"Sandy habitat, very large knoll in the last part of the transect",S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,S,,,,,,,,,,4,6,6,2,1.5,0.9,,,,,T,first,Sufflamen albicaudatus,1,18,K1,0,,
